            1          id1         born      1.00000      1.00000            0    1.3310622443046380E-01    6.0809800710691734E-05    4.5685166843913792E-02        51,479,000     1,682,595,512        23h 2.032m
            2          id2         born      1.00000      1.00000            0    8.4092846951634836E-03    4.2730560558495649E-06    5.0813549674530230E-02        52,479,000     1,634,909,473       23h 16.077m
            3          id3         born      1.00000      1.00000            0    9.2990342923701916E-05    9.1653536287470600E-08    9.8562424232236517E-02        21,479,000     1,885,088,550       23h 15.723m
            4          id4         born      1.00000      1.00000            0    3.4640324102262719E-02    1.6057472937045733E-05    4.6354857678704148E-02        48,479,000     1,611,922,489       23h 15.983m
            5          id5         born      1.00000      1.00000            0    1.3618258980317877E-02    6.9231064520650436E-06    5.0836942241081137E-02        55,479,000     1,750,210,217       23h 16.389m
            6          id6         born      1.00000      1.00000            0    9.7495893326999539E-03    5.1380948462724678E-06    5.2700628415592712E-02        53,479,000     1,661,600,560        23h 1.906m
            7          id7         born      1.00000      1.00000            0    2.0412263724769127E-04    2.1788912205314146E-07    1.0674422248853532E-01         9,526,000     1,909,170,516       22h 29.085m
            8          id8         born      1.00000      1.00000            0    1.9877745217169326E-04    2.2304799637774550E-07    1.1220990808609853E-01         9,526,000     1,879,829,477       21h 58.064m
            9          id9         born      1.00000      1.00000            0    4.1207529781160206E-03    2.2005684202007273E-06    5.3402095002715054E-02        57,479,000     1,735,364,833       23h 13.602m
           10         id10         born      1.00000      1.00000            0    3.0387068946038059E-03    1.6242278224480560E-06    5.3451283022143102E-02        58,479,000     1,684,143,901       23h 20.230m
           11         id11         born      1.00000      1.00000            0    3.0302538367519309E-03    1.6925511391955727E-06    5.5855094337898266E-02        51,479,000     1,550,731,234        23h 2.413m
           12         id12         born      1.00000      1.00000            0    5.1053816741334149E-03    2.4947595972099190E-06    4.8865290715671680E-02        51,479,000     1,607,914,770       22h 50.279m
           13         id13         born      1.00000      1.00000            0    3.8381983167280372E-03    2.0459024744456851E-06    5.3303719756454974E-02        57,479,000     1,712,470,364        23h 9.015m
           14         id14         born      1.00000      1.00000            0    6.0116218964276014E-03    3.1368804964195392E-06    5.2180269326047045E-02        54,479,000     1,704,792,654       23h 11.026m
           15         id15         born      1.00000      1.00000            0    8.3968759114976480E-03    4.3114449432357174E-06    5.1345821811325756E-02        57,479,000     1,694,367,380        23h 3.999m
           16         id16         born      1.00000      1.00000            0    9.3247474124771030E-05    9.1928086173415698E-08    9.8585068428137884E-02        21,479,000     1,910,014,126       23h 10.429m
           17         id17         born      1.00000      1.00000            0    1.3518675767165312E-03    7.5217347254354389E-07    5.5639582271101745E-02        54,479,000     1,655,550,471       23h 29.159m
           18         id18         born      1.00000      1.00000            0    3.2936092118946515E-04    1.8044580999636054E-07    5.4786648441682899E-02        59,479,000     1,743,693,566       23h 11.043m
           19         id19         born      1.00000      1.00000            0    4.6399706214255262E-04    2.5414602728932858E-07    5.4773197510299743E-02        55,479,000     1,674,137,476       23h 27.454m
           20         id20         born      1.00000      1.00000            0    3.4682161812316356E-02    1.6619006755530036E-05    4.7918024388053808E-02        54,479,000     1,672,992,773       23h 22.812m
           21         id21         born      1.00000      1.00000            0    6.5869823512755988E-03    3.5511456919895670E-06    5.3911571378385002E-02        50,479,000     1,578,679,248        23h 8.445m
           22         id22         born      1.00000      1.00000            0    5.1124529899501089E-05    5.3811243824907089E-08    1.0525523448467390E-01        22,479,000     2,026,378,568       23h 46.807m
           23         id23         born      1.00000      1.00000            0    1.8545636826822860E-03    1.0292467696910975E-06    5.5498054841798740E-02        53,479,000     1,591,065,760       23h 11.019m
           24         id24         born      1.00000      1.00000            0    2.5431588045384322E-03    1.3420107427574677E-06    5.2769443275133360E-02        55,479,000     1,714,912,813        23h 5.981m
           25         id25         born      1.00000      1.00000            0    1.3608135323303279E-02    6.4269798636237211E-06    4.7228953202852315E-02        52,479,000     1,774,576,996        23h 9.084m
           26         id26         born      1.00000      1.00000            0    9.7566599041961320E-03    5.2869440157172364E-06    5.4188052751981595E-02        57,479,000     1,687,038,309        23h 8.260m
           27         id27         born      1.00000      1.00000            0    2.0461710288393912E-04    2.1418493758583331E-07    1.0467597017406760E-01         9,526,000     1,957,728,078       22h 39.383m
           28         id28         born      1.00000      1.00000            0    1.9845335036048817E-04    2.2210634390448755E-07    1.1191866678039650E-01        10,479,000     2,016,692,707       22h 34.606m
           29         id29         born      1.00000      1.00000            0    1.3516523206309708E-03    7.2788843990279391E-07    5.3851750838041328E-02        52,479,000     1,615,144,624        23h 1.175m
           30         id30         born      1.00000      1.00000            0    6.5782228082640563E-03    3.3023120169767676E-06    5.0200671415813948E-02        49,479,000     1,631,025,504       22h 59.296m
           31         id31         born      1.00000      1.00000            0    5.1225075618129554E-05    5.5321511355453390E-08    1.0799693448548865E-01        21,479,000     1,949,899,797       22h 53.595m
           32         id32         born      1.00000      1.00000            0    3.1034969472848854E-03    1.7849958777484085E-06    5.7515631820099708E-02        55,479,000     1,664,093,139        23h 8.911m
           33         id33         born      1.00000      1.00000            0    6.0224201945732331E-03    3.0668804895638610E-06    5.0924385720003539E-02        48,479,000     1,581,435,386         23h .443m
           34         id34         born      1.00000      1.00000            0    3.7289361940919772E-04    2.1802087625655256E-07    5.8467312098817559E-02        61,479,000     1,784,495,942       23h 41.923m
           35         id35         born      1.00000      1.00000            0    3.9226949134539682E-04    2.2482792872512464E-07    5.7314660886324600E-02        53,479,000     1,630,215,420       23h 20.235m
           36         id36         born      1.00000      1.00000            0    7.6271198958134147E-04    3.6783476006544710E-07    4.8227216182527094E-02        56,479,000     1,757,706,225        23h 8.756m
           37         id37         born      1.00000      1.00000            0    5.1051794443199067E-04    2.8441811426451207E-07    5.5711678182235019E-02        55,479,000     1,672,626,194        23h 2.808m
           38         id38         born      1.00000      1.00000            0    5.2310751730341753E-04    3.0143616111335765E-07    5.7624131013685270E-02        58,479,000     1,740,910,806        23h 2.040m
           39         id39         born      1.00000      1.00000            0    4.1205201015297038E-03    2.1071377422937434E-06    5.1137664430067661E-02        52,479,000     1,707,994,525        23h 7.893m
           40         id40         born      1.00000      1.00000            0    3.0376788115770636E-03    1.6615114799596228E-06    5.4696746529861735E-02        59,479,000     1,713,470,839       23h 20.443m
           41         id41         born      1.00000      1.00000            0    3.2937495176108553E-04    1.7474353319112715E-07    5.3053072875401466E-02        57,479,000     1,730,828,933       23h 23.920m
           42         id42         born      1.00000      1.00000            0    1.8557725368590731E-03    1.1313438347065640E-06    6.0963496993084232E-02        38,479,000     1,222,450,890       22h 39.882m
           43         id43         born      1.00000      1.00000            0    3.7269104805346542E-04    2.1505367287354075E-07    5.7702934909960500E-02        57,479,000     1,720,379,781       23h 19.933m
           44         id44         born      1.00000      1.00000            0    3.0261567409747814E-03    1.7294951968099486E-06    5.7151540546206005E-02        54,479,000     1,555,579,815        23h 9.475m
           45         id45         born      1.00000      1.00000            0    3.9238164520239208E-04    2.3297151122219035E-07    5.9373702636376556E-02        55,479,000     1,654,430,922       22h 58.240m
           46         id46         born      1.00000      1.00000            0    5.1069255252943679E-03    2.5183563466674769E-06    4.9312572392022823E-02        56,479,000     1,685,574,658         23h .163m
           47         id47         born      1.00000      1.00000            0    7.6301792844830527E-04    3.8261272397906165E-07    5.0144657119283384E-02        58,479,000     1,767,140,067        23h 8.998m
