           48         id48         born      1.00000      1.00000            0    3.8405625276735121E-03    2.5232996623295749E-06    6.5701304018557616E-02        41,479,000     1,184,002,245       22h 37.683m
           49         id49         born      1.00000      1.00000            0    4.6328076783522964E-04    2.3739990143166030E-07    5.1243202376165524E-02        56,479,000     1,738,646,205        23h 6.182m
           50         id50         born      1.00000      1.00000            0    2.5416240622464369E-03    1.2722054906157318E-06    5.0054825554778616E-02        53,479,000     1,719,810,389       23h 23.485m
           51         id51         born      1.00000      1.00000            0    5.1025295474403036E-04    3.5277089291514790E-07    6.9136472338923796E-02        39,479,000     1,175,093,606       22h 36.637m
           52         id52         born      1.00000      1.00000            0    5.2227516103805756E-04    3.3483515631492627E-07    6.4110871298075620E-02        42,479,000     1,294,443,033         23h .748m
           53         id53         born      1.00000      1.00000            0    2.6525345773915694E-02    1.8874614166481804E-05    7.1156901506040260E-02        49,479,000     1,616,946,901       23h 20.839m
           54         id54         born      1.00000      1.00000            0    2.3895165385223011E-01    1.2842161062002984E-04    5.3743763037290775E-02        50,479,000     1,726,437,237       23h 14.033m
           55         id55         born      1.00000      1.00000            0    2.6532696971948638E-02    1.9959093411687185E-05    7.5224518008058835E-02        43,479,000     1,459,968,601        23h 1.083m
           56         id56         born      1.00000      1.00000            0    4.1369121365850907E-02    2.8983296123712980E-05    7.0060216815815451E-02        35,479,000     1,190,499,535        23h 5.121m
           57         id57         born      1.00000      1.00000            0    2.3874004092123549E-01    1.8513095968985112E-04    7.7544997887861233E-02        33,479,000     1,319,289,352        23h 9.790m
           58         id58         born      1.00000      1.00000            0    4.1346722767108525E-02    2.9364827503803885E-05    7.1020931136926077E-02        46,479,000     1,765,069,915        23h 3.557m
           59         id59         born      1.00000      1.00000            0    2.5895858363201255E-02    2.1252193754726346E-05    8.2067925521736376E-02        41,479,000     1,753,976,940       22h 59.666m
