            1          id1         born      2.00000      2.00000            0    1.0273840704075919E-01    4.6415863303456583E-05    4.5178686958852805E-02        51,479,000     1,682,595,512        23h 2.032m
            2          id2         born      2.00000      2.00000            0    6.4819152032459882E-03    3.2784176452670841E-06    5.0577916286614344E-02        52,479,000     1,634,909,473       23h 16.077m
            3          id3         born      2.00000      2.00000            0    7.2677855914582911E-05    7.1900901703167063E-08    9.8930961567813738E-02        21,479,000     1,885,088,550       23h 15.723m
            4          id4         born      2.00000      2.00000            0    2.6605049903246348E-02    1.2222956313131825E-05    4.5942241633008099E-02        48,479,000     1,611,922,489       23h 15.983m
            5          id5         born      2.00000      2.00000            0    1.0412156661884045E-02    5.2746964719802400E-06    5.0659019483344975E-02        55,479,000     1,750,210,217       23h 16.389m
            6          id6         born      2.00000      2.00000            0    7.4788504934792752E-03    3.9233682687166501E-06    5.2459509280702830E-02        53,479,000     1,661,600,560        23h 1.906m
            7          id7         born      2.00000      2.00000            0    1.5877498275189016E-04    1.7035858485095206E-07    1.0729560910560013E-01         9,526,000     1,909,170,516       22h 29.085m
            8          id8         born      2.00000      2.00000            0    1.5452613437480535E-04    1.7424431877280578E-07    1.1276042041547074E-01         9,526,000     1,879,829,477       21h 58.064m
            9          id9         born      2.00000      2.00000            0    3.2828071092643007E-03    1.7522528459821767E-06    5.3376661730663438E-02        57,479,000     1,735,364,833       23h 13.602m
           10         id10         born      2.00000      2.00000            0    2.4307321203873248E-03    1.3004080219503471E-06    5.3498615130948023E-02        58,479,000     1,684,143,901       23h 20.230m
           11         id11         born      2.00000      2.00000            0    2.4237357883392426E-03    1.3551704487310607E-06    5.5912466006025813E-02        51,479,000     1,550,731,234        23h 2.413m
           12         id12         born      2.00000      2.00000            0    4.0133975618364369E-03    1.9599928997941980E-06    4.8836250822292100E-02        51,479,000     1,607,914,770       22h 50.280m
           13         id13         born      2.00000      2.00000            0    3.0266597107710151E-03    1.6133960558262221E-06    5.3306159595167164E-02        57,479,000     1,712,470,364        23h 9.015m
           14         id14         born      2.00000      2.00000            0    4.7234253758571898E-03    2.4649179300694604E-06    5.2184966077126520E-02        54,479,000     1,704,792,654       23h 11.026m
           15         id15         born      2.00000      2.00000            0    6.4725400567544073E-03    3.3082490937220757E-06    5.1112068287159661E-02        57,479,000     1,694,367,380        23h 3.999m
           16         id16         born      2.00000      2.00000            0    7.2880161687184549E-05    7.2114119606811480E-08    9.8948901782543980E-02        21,479,000     1,910,014,126       23h 10.429m
           17         id17         born      2.00000      2.00000            0    1.0329508336805687E-03    5.7526629077171121E-07    5.5691546200891826E-02        54,479,000     1,655,550,471       23h 29.159m
           18         id18         born      2.00000      2.00000            0    2.6076276574369642E-04    1.4326518373094047E-07    5.4940813088228922E-02        59,479,000     1,743,693,566       23h 11.043m
           19         id19         born      2.00000      2.00000            0    3.6235417044566497E-04    1.9920978408666159E-07    5.4976539621898211E-02        55,479,000     1,674,137,476       23h 27.454m
           20         id20         born      2.00000      2.00000            0    2.6636397581823928E-02    1.2627706351141431E-05    4.7407710867622320E-02        54,479,000     1,672,992,773       23h 22.812m
           21         id21         born      2.00000      2.00000            0    5.0092336652921227E-03    2.6925311027714370E-06    5.3751357646328060E-02        50,479,000     1,578,679,248        23h 8.446m
           22         id22         born      2.00000      2.00000            0    3.9582213759920200E-05    4.1843276450464134E-08    1.0571231994313925E-01        22,479,000     2,026,378,568       23h 46.807m
           23         id23         born      2.00000      2.00000            0    1.4679863744369822E-03    8.1475502407621107E-07    5.5501538588101307E-02        53,479,000     1,591,065,760       23h 11.019m
           24         id24         born      2.00000      2.00000            0    1.9853580713495916E-03    1.0482628446135880E-06    5.2799686854523319E-02        55,479,000     1,714,912,813        23h 5.981m
           25         id25         born      2.00000      2.00000            0    1.0404293787968037E-02    4.8998320826232326E-06    4.7094326462499593E-02        52,479,000     1,774,576,996        23h 9.084m
           26         id26         born      2.00000      2.00000            0    7.4842819200555046E-03    4.0354691529963704E-06    5.3919256330825692E-02        57,479,000     1,687,038,309        23h 8.261m
           27         id27         born      2.00000      2.00000            0    1.5916022556600485E-04    1.6744944370308494E-07    1.0520809649999049E-01         9,526,000     1,957,728,078       22h 39.383m
           28         id28         born      2.00000      2.00000            0    1.5427323285850883E-04    1.7345624403170111E-07    1.1243443909079542E-01        10,479,000     2,016,692,707       22h 34.606m
           29         id29         born      2.00000      2.00000            0    1.0327911815364345E-03    5.5631949466402223E-07    5.3865631756887397E-02        52,479,000     1,615,144,624        23h 1.176m
           30         id30         born      2.00000      2.00000            0    5.0025776183978687E-03    2.5045964046219731E-06    5.0066117823157293E-02        49,479,000     1,631,025,504       22h 59.296m
           31         id31         born      2.00000      2.00000            0    3.9660788812819584E-05    4.3015000091147315E-08    1.0845724802438510E-01        21,479,000     1,949,899,797       22h 53.595m
           32         id32         born      2.00000      2.00000            0    2.3554788054441019E-03    1.3549642954860710E-06    5.7523943427315448E-02        55,479,000     1,664,093,139        23h 8.911m
           33         id33         born      2.00000      2.00000            0    4.7320506012726114E-03    2.4109929308496522E-06    5.0950277881670440E-02        48,479,000     1,581,435,386         23h .443m
           34         id34         born      2.00000      2.00000            0    2.9317963207693378E-04    1.7182163989010426E-07    5.8606267656757360E-02        61,479,000     1,784,495,942       23h 41.923m
           35         id35         born      2.00000      2.00000            0    3.0885808968019536E-04    1.7777825515881245E-07    5.7559850655973271E-02        53,479,000     1,630,215,420       23h 20.235m
           36         id36         born      2.00000      2.00000            0    5.9031373088562955E-04    2.8490838139345663E-07    4.8263891975884980E-02        56,479,000     1,757,706,225        23h 8.756m
           37         id37         born      2.00000      2.00000            0    3.9611139468004661E-04    2.2161803027670689E-07    5.5948410788767063E-02        55,479,000     1,672,626,194        23h 2.808m
           38         id38         born      2.00000      2.00000            0    4.0578928893379853E-04    2.3464507952800372E-07    5.7824364991133199E-02        58,479,000     1,740,910,806        23h 2.041m
