           39         id39         born      2.00000      2.00000            0    3.2826052012424013E-03    1.6795886785262736E-06    5.1166332091674704E-02        52,479,000     1,707,994,525        23h 7.893m
           40         id40         born      2.00000      2.00000            0    2.4299140444807863E-03    1.3310488580647470E-06    5.4777610800186137E-02        59,479,000     1,713,470,839       23h 20.443m
           41         id41         born      2.00000      2.00000            0    2.6077465921289864E-04    1.3867133926253902E-07    5.3176692735825447E-02        57,479,000     1,730,828,933       23h 23.920m
           42         id42         born      2.00000      2.00000            0    1.4689490554519219E-03    8.9607368111441055E-07    6.1001004615421038E-02        38,479,000     1,222,450,890       22h 39.882m
           43         id43         born      2.00000      2.00000            0    2.9303162207762126E-04    1.6941670595831955E-07    5.7815161639259087E-02        57,479,000     1,720,379,781       23h 19.933m
           44         id44         born      2.00000      2.00000            0    2.4205053056826470E-03    1.3857140127088750E-06    5.7248955805038686E-02        54,479,000     1,555,579,815        23h 9.475m
           45         id45         born      2.00000      2.00000            0    3.0895070115847796E-04    1.8433480567536086E-07    5.9664796028672973E-02        55,479,000     1,654,430,922       22h 58.240m
           46         id46         born      2.00000      2.00000            0    4.0144856050300069E-03    1.9775136121181344E-06    4.9259452061314671E-02        56,479,000     1,685,574,658         23h .163m
           47         id47         born      2.00000      2.00000            0    5.9056517665801030E-04    2.9646844795387417E-07    5.0200800804337933E-02        58,479,000     1,767,140,067        23h 8.999m
           48         id48         born      2.00000      2.00000            0    3.0285531860841739E-03    1.9906428454464646E-06    6.5729169115907274E-02        41,479,000     1,184,002,245       22h 37.684m
           49         id49         born      2.00000      2.00000            0    3.6179511927824238E-04    1.8600401078866503E-07    5.1411420684649052E-02        56,479,000     1,738,646,205        23h 6.182m
           50         id50         born      2.00000      2.00000            0    1.9840708973229916E-03    9.9379476199935517E-07    5.0088671898783105E-02        53,479,000     1,719,810,389       23h 23.485m
           51         id51         born      2.00000      2.00000            0    3.9589548563187348E-04    2.7504602761678727E-07    6.9474403623925374E-02        39,479,000     1,175,093,606       22h 36.637m
           52         id52         born      2.00000      2.00000            0    4.0512895491643557E-04    2.6049115095527011E-07    6.4298329653826064E-02        42,479,000     1,294,443,033         23h .749m
           53         id53         born      2.00000      2.00000            0    2.0338300593101568E-02    1.4288264538617062E-05    7.0252991262521797E-02        49,479,000     1,616,946,901       23h 20.839m
           54         id54         born      2.00000      2.00000            0    1.7884632472190673E-01    9.5943387546408132E-05    5.3645713824756115E-02        50,479,000     1,726,437,237       23h 14.033m
           55         id55         born      2.00000      2.00000            0    2.0342908558243323E-02    1.5107181511936745E-05    7.4262642771478399E-02        43,479,000     1,459,968,601        23h 1.084m
           56         id56         born      2.00000      2.00000            0    3.0542293824467565E-02    2.1404583804378139E-05    7.0081782093363368E-02        35,479,000     1,190,499,535        23h 5.121m
           57         id57         born      2.00000      2.00000            0    1.7869134033836442E-01    1.3824645581488637E-04    7.7366063488643125E-02        33,479,000     1,319,289,352        23h 9.791m
           58         id58         born      2.00000      2.00000            0    3.0525584492871294E-02    2.1675585005872458E-05    7.1007927828325129E-02        46,479,000     1,765,069,915        23h 3.557m
           59         id59         born      2.00000      2.00000            0    1.8409165798298995E-02    1.5058822692486855E-05    8.1800679386994771E-02        41,479,000     1,753,976,940       22h 59.667m
