# title = Transverse Momentum anti--Muon-Muon
# xlabel = $p_{\text{T},\mu^+\mu^-}\,$[GeV]
# ylabel = $\frac{\text{d}\sigma}{\text{d}p_{\text{T},\mu^+\mu^-}}\,\left[\frac{\text{fb}}{\text{GeV}}\right]$
# xmin=  0.000E+00
# xmax=  8.000E+02
# ymin=  1.000E-06
# ymax=  1.000E-02
# kmin=  0.000E+00
# kmax=  1.000E+02
# logscale = true
# Renormalization and factorization scale scaled by: 1.0000000000
# Renormalization scaled by: 1.0000000000
# Number of generated events: 80542
#
#=====================================================================================
# No.       Left      Right                   Value                   Error Hits
#-------------------------------------------------------------------------------------
   1       0.00      20.00  9.514837981247519E-06  3.302007262663862E-08 45823301
   2      20.00      40.00  2.434441068186397E-05  4.987739478190600E-08 71492548
   3      40.00      60.00  3.071063088198176E-05  5.736015948287898E-08 73120950
   4      60.00      80.00  2.986747564699706E-05  5.704396532322145E-08 67452181
   5      80.00     100.00  2.508628448618714E-05  5.211339572371660E-08 58428757
   6     100.00     120.00  2.071078248104856E-05  4.775543726609677E-08 51397082
   7     120.00     140.00  1.707067648326063E-05  4.346890221304879E-08 45861087
   8     140.00     160.00  1.382014506143652E-05  3.839963226162969E-08 40964520
   9     160.00     180.00  1.110769671815693E-05  3.479299698520815E-08 36569635
  10     180.00     200.00  8.756097510184923E-06  3.125212570537768E-08 32677516
  11     200.00     220.00  6.793573222353723E-06  2.763660505578542E-08 29235381
  12     220.00     240.00  5.237322655646257E-06  2.470308204861527E-08 26220426
  13     240.00     260.00  4.014546678838234E-06  2.204120853742584E-08 23580234
  14     260.00     280.00  3.057144137011749E-06  2.003071630679768E-08 21269226
  15     280.00     300.00  2.304854980857778E-06  1.777398309806857E-08 19230033
  16     300.00     320.00  1.738224547779794E-06  1.615727700322010E-08 17437537
  17     320.00     340.00  1.313113140088960E-06  1.500638327230489E-08 15867030
  18     340.00     360.00  9.952866911522031E-07  1.314589368963879E-08 14470027
  19     360.00     380.00  7.375282523234857E-07  1.190060820310064E-08 13231391
  20     380.00     400.00  5.282377586813036E-07  1.074299804272124E-08 12129936
  21     400.00     420.00  3.785791828407034E-07  9.727936012973908E-09 11138979
  22     420.00     440.00  2.786982002925824E-07  8.826194699634548E-09 10255521
  23     440.00     460.00  1.949824800869559E-07  7.881018025770994E-09 9458521
  24     460.00     480.00  1.307958688347309E-07  7.330329937681184E-09 8749994
  25     480.00     500.00  9.874840415210858E-08  6.565351145872817E-09 8097509
  26     500.00     520.00  5.838235263992159E-08  5.790005733306528E-09 7513268
  27     520.00     540.00  2.884233185912715E-08  5.425372024810915E-09 6980529
  28     540.00     560.00  1.792531256521089E-08  4.897882703739090E-09 6495993
  29     560.00     580.00 -4.922329895710335E-09  4.428978109856729E-09 6045941
  30     580.00     600.00 -8.488551609310346E-09  3.959661514972872E-09 5646161
  31     600.00     620.00 -1.935780387492210E-08  3.588339796720898E-09 5278018
  32     620.00     640.00 -1.887596835962856E-08  3.373074051059671E-09 4934346
  33     640.00     660.00 -2.494853795410946E-08  2.962426546313887E-09 4622152
  34     660.00     680.00 -2.516322772278672E-08  2.677311455055879E-09 4336817
  35     680.00     700.00 -2.905363336963183E-08  2.469293851411397E-09 4065464
  36     700.00     720.00 -2.931657667906953E-08  2.294317010847175E-09 3822919
  37     720.00     740.00 -2.403626475378213E-08  2.086686196393146E-09 3595720
  38     740.00     760.00 -2.564143277069647E-08  1.845676213041660E-09 3381913
  39     760.00     780.00 -2.311547956980841E-08  1.748072248037899E-09 3186654
  40     780.00     800.00 -2.205605954452143E-08  1.596482422196154E-09 3005072
  41     800.00     820.00 -2.208356067150046E-08  1.452297865185768E-09 2835452
  42     820.00     840.00 -1.609138208396188E-08  1.322738786637704E-09 2674991
  43     840.00     860.00 -1.656111291266424E-08  1.184972263132047E-09 2531156
  44     860.00     880.00 -1.620219614090033E-08  1.162471009471089E-09 2393250
  45     880.00     900.00 -1.309825896455429E-08  1.016279465589730E-09 2263552
  46     900.00     920.00 -1.480085796782531E-08  9.337705292991427E-10 2144316
  47     920.00     940.00 -1.284137455181047E-08  8.367147297522191E-10 2032015
  48     940.00     960.00 -1.132630261522462E-08  7.827605872454143E-10 1927855
  49     960.00     980.00 -1.020262023809544E-08  7.442668020319045E-10 1826375
  50     980.00    1000.00 -8.880847675006488E-09  6.771881267561996E-10 1734141
  51    1000.00    1020.00 -8.559579231030597E-09  6.992952072003827E-10 1646617
  52    1020.00    1040.00 -8.420114089895842E-09  5.629334191973548E-10 1563726
  53    1040.00    1060.00 -7.908220605532829E-09  5.532698804137216E-10 1487748
  54    1060.00    1080.00 -6.711146495313870E-09  4.700747986131928E-10 1415410
  55    1080.00    1100.00 -5.752549087351251E-09  4.183047716948496E-10 1346182
  56    1100.00    1120.00 -5.588599811922289E-09  3.859554390078828E-10 1283321
  57    1120.00    1140.00 -4.308038811924604E-09  3.666277858969561E-10 1223996
  58    1140.00    1160.00 -4.117431676661913E-09  3.864734746540362E-10 1163917
  59    1160.00    1180.00 -4.303039294863222E-09  3.162827986608027E-10 1109982
  60    1180.00    1200.00 -3.407143938150983E-09  2.876931023293682E-10 1059582
  61    1200.00    1220.00 -3.225074741490232E-09  2.596229035516731E-10 1014433
  62    1220.00    1240.00 -3.020880585802306E-09  2.735789136053285E-10 968251
  63    1240.00    1260.00 -2.557339203829957E-09  2.236833900879726E-10 923815
  64    1260.00    1280.00 -2.392418066262502E-09  1.851509242082340E-10 883966
  65    1280.00    1300.00 -2.061988563905707E-09  1.758348170125868E-10 842316
  66    1300.00    1320.00 -1.539513450852735E-09  1.641370382720961E-10 806376
  67    1320.00    1340.00 -1.750359361854311E-09  1.609944549012419E-10 772249
  68    1340.00    1360.00 -1.762467802644674E-09  1.453250576309235E-10 737658
  69    1360.00    1380.00 -1.398270927542116E-09  1.293410932170944E-10 706996
  70    1380.00    1400.00 -1.326470561099101E-09  1.247480867309353E-10 677197
  71    1400.00    1420.00 -1.220005994511141E-09  1.139266699011755E-10 647222
  72    1420.00    1440.00 -1.091049038238399E-09  9.130659671664619E-11 622294
  73    1440.00    1460.00 -9.705013421626444E-10  8.721249000741148E-11 596295
  74    1460.00    1480.00 -7.692606321701949E-10  9.695596071995925E-11 571618
  75    1480.00    1500.00 -8.210511291445736E-10  8.086864951367874E-11 549308
  76    1500.00    1520.00 -7.710364852798443E-10  8.019317929617971E-11 525216
  77    1520.00    1540.00 -5.462437427029191E-10  7.895477550389596E-11 503642
  78    1540.00    1560.00 -5.554722686016747E-10  6.153452611684026E-11 484591
  79    1560.00    1580.00 -5.912928089162559E-10  5.655465240913231E-11 465597
  80    1580.00    1600.00 -3.768391053281734E-10  5.187406530669172E-11 446906
  81    1600.00    1620.00 -4.263833476633182E-10  5.014312445675445E-11 429027
  82    1620.00    1640.00 -3.874360140218907E-10  5.233456202681960E-11 413489
  83    1640.00    1660.00 -3.225364486134177E-10  4.838049078009478E-11 396092
  84    1660.00    1680.00 -3.589965957199924E-10  3.730067735843889E-11 380066
  85    1680.00    1700.00 -2.823035343955299E-10  3.267444510225095E-11 365707
  86    1700.00    1720.00 -2.122269046373303E-10  2.931558043508995E-11 352461
  87    1720.00    1740.00 -2.468314513096756E-10  2.573937762283004E-11 338084
  88    1740.00    1760.00 -1.866930138587340E-10  2.615104390967831E-11 326049
  89    1760.00    1780.00 -1.479422559439523E-10  2.761776787325488E-11 313096
  90    1780.00    1800.00 -1.476319506651760E-10  2.104579943621486E-11 301284
  91    1800.00    1820.00 -1.293981694208861E-10  2.337832513077772E-11 290388
  92    1820.00    1840.00 -1.365128563885316E-10  2.237476401011872E-11 278365
  93    1840.00    1860.00 -1.209057111562416E-10  1.657834859805102E-11 268198
  94    1860.00    1880.00 -1.302389895709603E-10  1.488748963967589E-11 258567
  95    1880.00    1900.00 -9.742809845730191E-11  1.322260159348880E-11 249661
  96    1900.00    1920.00 -7.300609742624672E-11  1.274836485711893E-11 239853
  97    1920.00    1940.00 -9.665103652704363E-11  1.659029346728934E-11 231333
  98    1940.00    1960.00 -8.018131316267646E-11  1.326935339001007E-11 222681
  99    1960.00    1980.00 -8.182777881191335E-11  1.003762659480777E-11 215164
 100    1980.00    2000.00 -7.596881746348479E-11  9.567861200869681E-12 207667
 101    2000.00    2020.00 -5.671626698733103E-11  8.786344924840988E-12 199247
 102    2020.00    2040.00 -4.145534175978337E-11  6.995099247233645E-12 192144
 103    2040.00    2060.00 -3.437597515939780E-11  7.365060646879157E-12 186231
 104    2060.00    2080.00 -4.329742898486467E-11  6.712625464128299E-12 179806
 105    2080.00    2100.00 -3.441216251767740E-11  5.950280867427981E-12 172765
 106    2100.00    2120.00 -2.881173535825126E-11  6.441450232015975E-12 165914
 107    2120.00    2140.00 -2.743365517210126E-11  6.431912437904726E-12 160793
 108    2140.00    2160.00 -2.487430953825289E-11  4.801060069624475E-12 154809
 109    2160.00    2180.00 -1.452821536141528E-11  5.755726165847060E-12 149019
 110    2180.00    2200.00 -2.016059797705909E-11  3.801324085933965E-12 143541
 111    2200.00    2220.00 -1.596470166186975E-11  5.695965878364209E-12 138675
 112    2220.00    2240.00 -2.410106255742182E-11  5.102173765149710E-12 133605
 113    2240.00    2260.00 -1.956316300540200E-11  4.256035248857371E-12 129329
 114    2260.00    2280.00 -1.766472974662297E-11  3.418297601789458E-12 124334
 115    2280.00    2300.00 -1.375901182847172E-11  2.651014241089389E-12 121282
 116    2300.00    2320.00 -1.787622680291415E-11  3.617880024311362E-12 116958
 117    2320.00    2340.00 -1.256995597081863E-11  3.062685781673524E-12 112163
 118    2340.00    2360.00 -1.383595090806601E-11  2.754283033721727E-12 108726
 119    2360.00    2380.00 -8.244726313072939E-12  1.848833124236935E-12 104284
 120    2380.00    2400.00 -5.495359858865477E-12  2.507759499132571E-12 101118
 121    2400.00    2420.00 -5.881687760642087E-12  1.840819604329239E-12 97386
 122    2420.00    2440.00 -6.138058606927398E-12  1.524641546867467E-12 94211
 123    2440.00    2460.00 -1.936401526283350E-12  1.571372375998083E-12 90831
 124    2460.00    2480.00 -2.909451850297274E-12  1.341697094934156E-12 87825
 125    2480.00    2500.00 -5.193870894403713E-12  1.209105526897581E-12 84824
 126    2500.00    2520.00 -3.289600969969727E-12  1.098934721822605E-12 82251
 127    2520.00    2540.00 -3.837393210061769E-12  1.722246884732240E-12 79294
 128    2540.00    2560.00 -3.734581797352485E-12  1.083739597845471E-12 76864
 129    2560.00    2580.00 -2.559144648026979E-12  1.038651992975498E-12 73934
 130    2580.00    2600.00 -2.619888532935991E-12  9.180088886196625E-13 71793
 131    2600.00    2620.00 -3.095483186462135E-12  1.546974161395200E-12 69490
 132    2620.00    2640.00 -1.423714849433101E-12  8.592519631671261E-13 66057
 133    2640.00    2660.00 -2.111201872798569E-12  8.280012078232120E-13 64291
 134    2660.00    2680.00 -2.168823822846313E-12  5.580741378856544E-13 62410
