            1          id1         born      1.00000      1.00000            0    6.8513271454291843E-03    5.2080045798557071E-06    7.6014536589895446E-02        78,479,000     1,008,850,395       23h 12.669m
            2          id2         born      1.00000      1.00000            0   -3.8226992407880075E-04    3.9862273352459341E-07    1.0427781743102074E-01        66,479,000     1,060,627,275       23h 25.038m
            3          id3         born      1.00000      1.00000            0   -3.1546612215995628E-22    1.7205877825189704E-22    5.4541126975483948E+01             1,001           609,700           23.968s
            4          id4         born      1.00000      1.00000            0    1.7533143642926797E-03    1.5327492070088636E-06    8.7420102077769929E-02        54,479,000       901,691,205       22h 48.956m
            5          id5         born      1.00000      1.00000            0   -6.4725398102785398E-04    5.9977483594856726E-07    9.2664526372802106E-02        62,479,000       775,915,689        23h 3.108m
            6          id6         born      1.00000      1.00000            0   -6.7974470757993142E-04    5.4894371828512074E-07    8.0757336123955081E-02        83,479,000     1,034,539,906       23h 18.078m
            7          id7         born      1.00000      1.00000            0   -2.2487845265274654E-22    1.4216266336763510E-22    6.3217556724814472E+01             1,001           708,399           27.220s
            8          id8         born      1.00000      1.00000            0   -3.7531447679791830E-22    4.4180416753893584E-22    1.1771572770341545E+02             1,001           723,820           29.164s
            9          id9         born      1.00000      1.00000            0    2.7814523743218173E-20    6.2991159132708955E-20    2.2646858782929070E+02             1,001            80,262            4.876s
           10         id10         born      1.00000      1.00000            0   -2.0716608411671662E-20    1.2176246003410143E-20    5.8775286772086154E+01             1,001            80,477            4.036s
           11         id11         born      1.00000      1.00000            0   -9.3450263646669106E-21    1.1313520366174316E-20    1.2106461688487242E+02             1,001            74,221            3.376s
           12         id12         born      1.00000      1.00000            0    2.1120790189998618E-20    1.0590324110286460E-20    5.0141704050927615E+01             1,001            73,626            4.444s
           13         id13         born      1.00000      1.00000            0    5.2600197085560581E-20    3.0846881640817546E-20    5.8644041942735235E+01             1,001            81,265            3.920s
           14         id14         born      1.00000      1.00000            0    7.4710258284230058E-20    3.3431610265956650E-20    4.4748353216459755E+01             1,001            84,071            3.976s
           15         id15         born      1.00000      1.00000            0   -3.8239575868412204E-04    4.0263150334897387E-07    1.0529183292578503E-01        73,479,000     1,206,645,041        23h 2.201m
           16         id16         born      1.00000      1.00000            0   -6.2129114156672702E-22    2.3242351409126936E-22    3.7409758250401019E+01             1,001           593,167           23.976s
           17         id17         born      1.00000      1.00000            0    7.5365026260313986E-05    7.3946999427688392E-08    9.8118455067304461E-02        68,479,000     1,162,690,616       23h 13.396m
           18         id18         born      1.00000      1.00000            0    1.4916623340352295E-21    5.7308729260942671E-21    3.8419371431007238E+02             1,001            82,879            3.564s
           19         id19         born      1.00000      1.00000            0   -3.8946814938597894E-21    5.3345514933717544E-21    1.3697016050688640E+02             1,001            87,319            4.784s
           20         id20         born      1.00000      1.00000            0    1.7534721086632371E-03    1.6490134553572677E-06    9.4042753643478041E-02        54,479,000       905,606,035       22h 54.881m
           21         id21         born      1.00000      1.00000            0   -2.2494394741698001E-04    2.8342086909392357E-07    1.2599621921302223E-01        53,479,000       909,654,197       22h 53.194m
           22         id22         born      1.00000      1.00000            0   -1.6239497827716287E-22    1.1374861975822606E-22    7.0044419454947032E+01             1,001           574,800           22.164s
           23         id23         born      1.00000      1.00000            0    2.8578297668250245E-20    2.4466419280618795E-20    8.5611884810760998E+01             1,001            89,396            4.172s
           24         id24         born      1.00000      1.00000            0   -6.2918866193491965E-20    5.8243862527675984E-20    9.2569790352802727E+01             1,001            81,441            4.792s
           25         id25         born      1.00000      1.00000            0   -6.4809154013281169E-04    5.0761475507116206E-07    7.8324545783630795E-02        85,479,000     1,032,318,082       22h 57.925m
