# title = Transverse Momentum anti-Muon
# xlabel = $p_{\text{T},\mu^+}\,$[GeV]
# ylabel = $\frac{\text{d}\sigma}{\text{d}p_{\text{T},\mu^+}}\,\left[\frac{\text{fb}}{\text{GeV}}\right]$
# xmin=  0.000E+00
# xmax=  8.000E+02
# ymin=  1.000E-07
# ymax=  5.000E-03
# kmin=  0.000E+00
# kmax=  1.000E+02
# logscale = true
# Renormalization and factorization scale scaled by: 1.0000000000
# Renormalization scaled by: 1.0000000000
# Number of generated events: 1658404060
#
#=====================================================================================
# No.       Left      Right                   Value                   Error Hits
#-------------------------------------------------------------------------------------
   1       0.00      20.00  0.000000000000000E+00  0.000000000000000E+00 0
   2      20.00      40.00  8.284888356461580E-03  3.897802703933210E-06 380627619
   3      40.00      60.00  7.028416928964225E-03  3.493756654819997E-06 355102379
   4      60.00      80.00  4.864797044235152E-03  2.723987094461517E-06 264921721
   5      80.00     100.00  3.203420151839809E-03  2.047738016892921E-06 201826472
   6     100.00     120.00  2.051750358326669E-03  1.513604276091186E-06 155834350
   7     120.00     140.00  1.379643419139468E-03  1.162557732297570E-06 125149486
   8     140.00     160.00  9.743507162333491E-04  9.237537536735085E-07 103610520
   9     160.00     180.00  7.060220830002760E-04  7.388206901270658E-07 87281044
  10     180.00     200.00  5.236240060532636E-04  6.173630455410875E-07 74468098
  11     200.00     220.00  3.914466563974904E-04  5.035251238697308E-07 64183809
  12     220.00     240.00  2.978044708270409E-04  4.227278221706317E-07 55786178
  13     240.00     260.00  2.278975175007804E-04  3.511406490542506E-07 48822570
  14     260.00     280.00  1.764512783013166E-04  2.998967502884958E-07 42997070
  15     280.00     300.00  1.380350823792492E-04  2.540629374471909E-07 38069423
  16     300.00     320.00  1.080961922187952E-04  2.139639360119299E-07 33877048
  17     320.00     340.00  8.479220707925663E-05  1.814212069251875E-07 30264215
  18     340.00     360.00  6.745979344786098E-05  1.564960283826662E-07 27155512
  19     360.00     380.00  5.391308315589184E-05  1.340262469875133E-07 24440263
  20     380.00     400.00  4.332570824729895E-05  1.165840274495528E-07 22084692
  21     400.00     420.00  3.497304662043435E-05  9.974426855020779E-08 20003247
  22     420.00     440.00  2.828032773657489E-05  8.699922507016129E-08 18171821
  23     440.00     460.00  2.310010271209457E-05  7.479940797311896E-08 16548717
  24     460.00     480.00  1.889828072259827E-05  6.561413667980528E-08 15109081
  25     480.00     500.00  1.549041643076140E-05  5.726364531976174E-08 13825452
  26     500.00     520.00  1.269292181719033E-05  4.899309539941176E-08 12670160
  27     520.00     540.00  1.059536641872233E-05  4.369051710893862E-08 11643074
  28     540.00     560.00  8.784763160838732E-06  3.840594001589762E-08 10708676
  29     560.00     580.00  7.347135497716103E-06  3.457723553228029E-08 9875399
  30     580.00     600.00  6.085510796845974E-06  2.900834529728615E-08 9114314
  31     600.00     620.00  5.092607695614918E-06  2.578145081418333E-08 8429473
  32     620.00     640.00  4.282213377434071E-06  2.345108297721007E-08 7803928
  33     640.00     660.00  3.617990106814475E-06  2.067204046173731E-08 7241034
  34     660.00     680.00  3.025098545718714E-06  1.760277304288507E-08 6719038
  35     680.00     700.00  2.585939669036214E-06  1.641342351088312E-08 6246175
  36     700.00     720.00  2.193570056695528E-06  1.387514175708066E-08 5813439
  37     720.00     740.00  1.857210340984665E-06  1.239512751135645E-08 5413695
  38     740.00     760.00  1.566798135725508E-06  1.164398157263330E-08 5046950
  39     760.00     780.00  1.373279773158883E-06  1.056270080256933E-08 4718643
  40     780.00     800.00  1.183197254697066E-06  9.397341329915638E-09 4406179
  41     800.00     820.00  9.807111303640697E-07  7.939148612326229E-09 4119899
  42     820.00     840.00  8.454108966697286E-07  7.148192970902993E-09 3855993
  43     840.00     860.00  7.415381483918044E-07  6.600235972717875E-09 3616863
  44     860.00     880.00  6.252687267306299E-07  5.573504472488849E-09 3390431
  45     880.00     900.00  5.368210391127942E-07  5.193693710194159E-09 3180395
  46     900.00     920.00  4.662315281516229E-07  4.575507866432793E-09 2989242
  47     920.00     940.00  4.086758499021697E-07  4.159542172088115E-09 2807117
  48     940.00     960.00  3.513122489418665E-07  3.958061085097504E-09 2642143
  49     960.00     980.00  3.082054752034350E-07  3.468195724838180E-09 2488627
  50     980.00    1000.00  2.658138193419866E-07  2.987175584997871E-09 2342665
  51    1000.00    1020.00  2.324504002215108E-07  2.795642075037886E-09 2205383
  52    1020.00    1040.00  1.996106835688517E-07  2.480349962513636E-09 2080730
  53    1040.00    1060.00  1.746195530997551E-07  2.297844516992310E-09 1961675
  54    1060.00    1080.00  1.502731566513924E-07  1.827374619200282E-09 1853091
  55    1080.00    1100.00  1.357610129543868E-07  1.781075765693653E-09 1752001
  56    1100.00    1120.00  1.166868037574966E-07  1.640725914039445E-09 1653822
  57    1120.00    1140.00  1.021678405783575E-07  1.497804279617870E-09 1562926
  58    1140.00    1160.00  9.064216968233421E-08  1.337257063814158E-09 1480001
  59    1160.00    1180.00  7.811707482513109E-08  1.169847808700318E-09 1402782
  60    1180.00    1200.00  7.036666081278878E-08  1.084203028865301E-09 1327203
  61    1200.00    1220.00  6.354311811813529E-08  1.162258371839752E-09 1256314
  62    1220.00    1240.00  5.456419699398903E-08  8.627389905061339E-10 1191731
  63    1240.00    1260.00  4.698366541071744E-08  7.504944238401772E-10 1129895
  64    1260.00    1280.00  4.204350560054586E-08  7.459190162714737E-10 1072037
  65    1280.00    1300.00  3.672666830198925E-08  6.651679188911764E-10 1016691
  66    1300.00    1320.00  3.174873566129688E-08  5.451403332064072E-10 966325
  67    1320.00    1340.00  2.878715416388372E-08  5.099505372301416E-10 915339
  68    1340.00    1360.00  2.535497041423964E-08  5.629206996971998E-10 871205
  69    1360.00    1380.00  2.190622559909453E-08  4.040199522723331E-10 828892
  70    1380.00    1400.00  1.943245092539507E-08  3.752815275209843E-10 786373
  71    1400.00    1420.00  1.753070445554205E-08  3.504870333066502E-10 748722
  72    1420.00    1440.00  1.617776609858886E-08  3.617473920018806E-10 711399
  73    1440.00    1460.00  1.370445043369598E-08  3.055682704718814E-10 675875
  74    1460.00    1480.00  1.200945520964102E-08  2.576039934674128E-10 643143
  75    1480.00    1500.00  1.100277987907300E-08  2.364529979291435E-10 612972
  76    1500.00    1520.00  9.442720693233854E-09  2.077343723478207E-10 583338
  77    1520.00    1540.00  8.552585511596529E-09  2.165056593944097E-10 555961
  78    1540.00    1560.00  7.321032116050230E-09  1.827451473825821E-10 529277
  79    1560.00    1580.00  7.164023388362189E-09  2.104154092567605E-10 504932
  80    1580.00    1600.00  6.508302680557346E-09  2.499982774358535E-10 481651
  81    1600.00    1620.00  5.678456947506694E-09  1.808473684719051E-10 459305
  82    1620.00    1640.00  4.814241740201882E-09  1.191904116180866E-10 437056
  83    1640.00    1660.00  4.180132466283604E-09  1.015475651420613E-10 416770
  84    1660.00    1680.00  3.783679345203526E-09  1.091162686309971E-10 398907
  85    1680.00    1700.00  3.510633380510718E-09  1.022882470340975E-10 379126
  86    1700.00    1720.00  3.116896772209300E-09  9.426788530433509E-11 363430
  87    1720.00    1740.00  2.938953360347713E-09  8.980634757061880E-11 346677
  88    1740.00    1760.00  2.507055389839786E-09  7.920053870994453E-11 330142
  89    1760.00    1780.00  2.168188010847478E-09  6.612866581925757E-11 315701
  90    1780.00    1800.00  1.972900826505996E-09  6.137170424877200E-11 301663
  91    1800.00    1820.00  1.761964228712574E-09  5.531107042366825E-11 287755
  92    1820.00    1840.00  1.568654879935221E-09  5.461490511652997E-11 275235
  93    1840.00    1860.00  1.459461707328679E-09  4.953640186305851E-11 262652
  94    1860.00    1880.00  1.229582475737197E-09  3.738645485529641E-11 251387
  95    1880.00    1900.00  1.044090080971641E-09  2.974197242061297E-11 240282
  96    1900.00    1920.00  1.036096124467217E-09  3.780592442616159E-11 229699
  97    1920.00    1940.00  8.689409656115208E-10  2.831018295678618E-11 219647
  98    1940.00    1960.00  8.327522543841413E-10  3.325325071622556E-11 210405
  99    1960.00    1980.00  7.534510835889807E-10  2.962646019606359E-11 200587
 100    1980.00    2000.00  6.417918897320461E-10  2.344116449886240E-11 192416
 101    2000.00    2020.00  5.717784063346956E-10  2.031114188161848E-11 183324
 102    2020.00    2040.00  5.480667836097040E-10  2.362477934685513E-11 175605
 103    2040.00    2060.00  4.741825697894463E-10  1.966288595602025E-11 168356
 104    2060.00    2080.00  4.528941940569134E-10  2.153369399090432E-11 160968
 105    2080.00    2100.00  3.992348989924381E-10  1.627589113403346E-11 154617
 106    2100.00    2120.00  3.356771093839869E-10  1.320670869970409E-11 148123
 107    2120.00    2140.00  3.223265383002233E-10  1.502817809672784E-11 140876
 108    2140.00    2160.00  2.662902479314870E-10  1.090372214404185E-11 134691
 109    2160.00    2180.00  2.515200966340126E-10  1.465387361281268E-11 129896
 110    2180.00    2200.00  2.088563746245525E-10  8.315551516945620E-12 124162
 111    2200.00    2220.00  2.177514809971818E-10  1.145735194482758E-11 118692
 112    2220.00    2240.00  1.774324074163386E-10  6.747348400326413E-12 113550
 113    2240.00    2260.00  1.671799191739232E-10  8.700205889542339E-12 108930
 114    2260.00    2280.00  1.560833174218438E-10  7.552503869285555E-12 105030
 115    2280.00    2300.00  1.284548020284789E-10  5.394352073470326E-12 99524
 116    2300.00    2320.00  1.245266447239177E-10  6.402149454751225E-12 95846
 117    2320.00    2340.00  1.115287503601690E-10  5.901236284855143E-12 92034
 118    2340.00    2360.00  9.086764944590775E-11  3.834025574660879E-12 88452
 119    2360.00    2380.00  8.424613405897187E-11  3.907567435645562E-12 84359
 120    2380.00    2400.00  8.197543169960504E-11  5.763185085347500E-12 80857
 121    2400.00    2420.00  6.989226765447886E-11  3.344111730410139E-12 76907
