# title = Cosine of Angle between Muon and anti-Muon
# xlabel = $\cos\theta_{\text{e}^+\mu^-}$
# ylabel = $\frac{\text{d}\sigma}{\text{d}\cos\theta_{\text{e}^+\mu^-}}\,[\text{fb}]$
# xmin= -1.000E+00
# xmax=  1.000E+00
# ymin=  1.000E-04
# ymax=  2.000E+00
# kmin= -5.000E+01
# kmax=  1.000E+01
# logscale = false
# Renormalization and factorization scale scaled by: 1.0000000000
# Renormalization scaled by: 1.0000000000
# Number of generated events: 78738
#
#=====================================================================================
# No.       Left      Right                   Value                   Error Hits
#-------------------------------------------------------------------------------------
   1      -1.00      -0.90  1.791145535556967E-21  2.463735132072199E-21 7
   2      -0.90      -0.80 -4.384717345091388E-21  8.654638176254722E-21 9
   3      -0.80      -0.70  5.212577851644257E-22  5.212544750762839E-22 1
   4      -0.70      -0.60  6.745762145311344E-22  4.643150243743267E-22 6
   5      -0.60      -0.50  2.565823397506700E-21  2.592566845877931E-21 6
   6      -0.50      -0.40 -1.199817534156618E-21  8.846371588935382E-22 7
   7      -0.40      -0.30 -4.309141736633089E-21  3.947690195805271E-21 6
   8      -0.30      -0.20 -7.657966985854362E-20  7.227941583829525E-20 14
   9      -0.20      -0.10 -7.273088701038808E-21  6.112570775294529E-21 10
  10      -0.10       0.00 -1.674947792126101E-20  1.490766891713779E-20 18
  11       0.00       0.10 -1.098361127599530E-20  1.458911056995214E-20 21
  12       0.10       0.20 -2.067216802427852E-19  2.084989911204362E-19 21
  13       0.20       0.30 -3.264604010982726E-22  2.046303044642714E-21 22
  14       0.30       0.40 -6.651817109461185E-23  1.865422642442602E-20 26
  15       0.40       0.50 -2.691166117367196E-20  2.433502804887722E-20 29
  16       0.50       0.60 -5.109992554720136E-21  7.672725473529951E-21 34
  17       0.60       0.70  7.588988576339624E-21  1.599693251843221E-20 51
  18       0.70       0.80  1.830094837397627E-20  1.581486478225601E-20 100
  19       0.80       0.90  1.250302335862294E-20  2.559670810116052E-20 130
  20       0.90       1.00 -2.787628066951207E-21  1.915647376412202E-20 483
# Underflow:                 0.0000000000000000E+00  0.0000000000000000E+00 0
# Overflow:                  0.0000000000000000E+00  0.0000000000000000E+00 0
#-------------------------------------------------------------------------------------
# Sum:                      -3.1945770174134307E-20  2.2760611015794144E-20 1001
#=====================================================================================
