            1          id1         born      1.00000      1.00000            0    6.5397168726312026E-03    5.9897689563729938E-06    9.1590646400003223E-02        87,649,000     1,877,897,186          averaged
            2          id2         born      1.00000      1.00000            0    2.8899439163708820E-06    3.6810343320838794E-09    1.2737390200659771E-01        18,479,000     1,706,732,521       19h 51.733m
            3          id3         born      1.00000      1.00000            0    3.2128631163866994E-02    1.9395112586333282E-05    6.0367067888487315E-02        64,479,000     1,169,784,539       20h 19.433m
            4          id4         born      1.00000      1.00000            0    2.2545166487902657E-03    1.3925704411062396E-06    6.1768026501532763E-02        69,479,000     1,229,619,952       20h 17.925m
            5          id5         born      1.00000      1.00000            0    4.5780046563155073E-03    2.4521324045213911E-06    5.3563344483247621E-02        69,479,000     1,246,688,728       20h 16.930m
            6          id6         born      1.00000      1.00000            0    6.5410317966157665E-03    3.7210675237982564E-06    5.6888081873007895E-02        68,479,000     1,169,382,248       20h 33.046m
            7          id7         born      1.00000      1.00000            0    2.8891979483926116E-06    3.5364187662767213E-09    1.2240140099241685E-01        19,479,000     1,791,984,462       20h 42.414m
            8          id8         born      1.00000      1.00000            0    1.4639656782307608E-03    5.8788250619515319E-07    4.0156850323542007E-02        77,479,000       949,180,105       20h 10.351m
            9          id9         born      1.00000      1.00000            0    3.5831493556173757E-03    1.5789196944014313E-06    4.4065137612143548E-02        80,479,000     1,019,028,079       20h 16.571m
           10         id10         born      1.00000      1.00000            0    3.1109958700745372E-03    1.4106570361002323E-06    4.5344227218997689E-02        81,479,000       981,931,444       20h 14.636m
           11         id11         born      1.00000      1.00000            0    1.3141619633499318E-06    2.0666044668646858E-09    1.5725645122133211E-01        11,479,000     1,791,278,618       19h 48.611m
           12         id12         born      1.00000      1.00000            0    1.2822519911242921E-06    1.9520112222348570E-09    1.5223304278305802E-01        11,479,000     1,801,453,924        20h 6.289m
           13         id13         born      1.00000      1.00000            0    6.3574272339206566E-04    3.4242322555141201E-07    5.3861918186712453E-02        70,479,000     1,139,132,820       20h 18.790m
           14         id14         born      1.00000      1.00000            0    1.7308209558029329E-04    8.8479518508703974E-08    5.1119971833053099E-02        73,479,000     1,188,899,609       20h 19.395m
