            1          id1         born      0.50000      0.50000            0    1.5058498202881745E-01    1.4148848186645849E-04    9.3959224857749657E-02        22,958,000       306,486,521          averaged
            2          id2         born      0.50000      0.50000            0    7.0098098946436583E-03    1.0575068773680752E-05    1.5086099241808801E-01        19,052,000       348,175,060          averaged
            3          id3         born      0.50000      0.50000            0    2.8560593140460770E-06    7.2313780243383983E-09    2.5319425226130771E-01         6,064,000       610,418,744          averaged
            4          id4         born      0.50000      0.50000            0    2.8623255030207156E-02    3.4915987429993958E-05    1.2198468480662263E-01        19,052,000       341,028,053          averaged
            5          id5         born      0.50000      0.50000            0    9.7491929983558202E-03    1.2644910762134691E-05    1.2970212779936993E-01        22,958,000       321,775,579          averaged
            6          id6         born      0.50000      0.50000            0    8.7090116781855780E-03    1.4174050248571227E-05    1.6275153567740108E-01        22,958,000       314,507,633          averaged
            7          id7         born      0.50000      0.50000            0    3.1691110375283186E-06    1.0205347160993503E-08    3.2202554723210169E-01         3,762,000       634,975,818          averaged
            8          id8         born      0.50000      0.50000            0    3.3165692095578887E-06    1.1684013665379456E-08    3.5229217082845016E-01         3,420,000       605,079,429          averaged
            9          id9         born      0.50000      0.50000            0    2.7631549901050343E-03    2.3256853693532875E-06    8.4167749463264177E-02        24,958,000       319,383,181          averaged
           10         id10         born      0.50000      0.50000            0    2.7670186664608886E-03    2.3621184589115202E-06    8.5366914489693357E-02        24,958,000       314,917,846          averaged
           11         id11         born      0.50000      0.50000            0    2.2470225978463189E-03    2.3266119124788251E-06    1.0354198995189409E-01        21,958,000       364,797,376          averaged
           12         id12         born      0.50000      0.50000            0    3.8342970065960618E-03    3.7410746436407725E-06    9.7568723476691543E-02        21,958,000       368,748,726          averaged
           13         id13         born      0.50000      0.50000            0    3.1967521505926653E-03    2.7775545546607310E-06    8.6886765811537287E-02        25,958,000       325,426,571          averaged
           14         id14         born      0.50000      0.50000            0    3.8536275162946534E-03    3.0384990917973295E-06    7.8847763021967221E-02        23,958,000       307,640,321          averaged
           15         id15         born      0.50000      0.50000            0    7.0197336738582073E-03    1.1451441140777969E-05    1.6313213111522495E-01        19,052,000       365,737,126          averaged
           16         id16         born      0.50000      0.50000            0    2.8746712875357211E-06    7.4365832822212204E-09    2.5869334398216171E-01         6,064,000       605,477,804          averaged
           17         id17         born      0.50000      0.50000            0    8.8285966874999434E-04    1.0542078910191494E-06    1.1940831916263206E-01        19,052,000       363,269,880          averaged
           18         id18         born      0.50000      0.50000            0    1.7893185527725791E-04    2.0012761222137333E-07    1.1184571462206785E-01        20,958,000       377,845,759          averaged
           19         id19         born      0.50000      0.50000            0    2.8459695224733250E-04    3.0671499728786843E-07    1.0777170832852558E-01        20,005,000       365,974,794          averaged
           20         id20         born      0.50000      0.50000            0    2.8645786092750283E-02    3.9500770875495203E-05    1.3789382755145307E-01        19,052,000       351,694,592          averaged
           21         id21         born      0.50000      0.50000            0    3.4718885757361417E-03    5.6254604379744633E-06    1.6202882999439869E-01        19,052,000       366,990,691          averaged
           22         id22         born      0.50000      0.50000            0    1.9128939593117756E-06    5.1627210553464927E-09    2.6989060372190965E-01         5,788,000       592,410,073          averaged
           23         id23         born      0.50000      0.50000            0    9.3966375151591740E-04    1.1120333541444140E-06    1.1834375353422120E-01        20,958,000       369,048,274          averaged
