            1          id1         born      1.00000      1.00000            0   -3.9162491676869848E-04    5.3987288156309734E-07    1.3785457933003711E-01        51,479,000       856,603,895       21h 24.578m
            2          id2         born      1.00000      1.00000            0   -2.8308882207265525E-22    3.2485177289536839E-22    1.1475259620529795E+02             1,001           584,311           35.060s
            3          id3         born      1.00000      1.00000            0    1.9242310617175256E-03    2.0031050327094947E-06    1.0409898647626903E-01        48,479,000       837,219,102       20h 57.874m
            4          id4         born      1.00000      1.00000            0    1.1315753120711224E-19    1.2874666300022081E-19    1.1377648630790272E+02             1,001            80,542            6.360s
            5          id5         born      1.00000      1.00000            0    3.3467469964781634E-19    2.3988798189416711E-19    7.1677955383721908E+01             1,001            82,362            3.780s
            6          id6         born      1.00000      1.00000            0   -3.9218548438444507E-04    4.0046271570937657E-07    1.0211053994971871E-01        70,479,000     1,100,884,886        21h 6.036m
            7          id7         born      1.00000      1.00000            0   -1.6430460324389331E-22    1.5488576602466650E-22    9.4267453842881380E+01             1,001           610,797           23.416s
            8          id8         born      1.00000      1.00000            0    1.2784098859336610E-04    1.2229383899625452E-07    9.5660899013573941E-02        59,479,000       693,882,764       21h 20.258m
            9          id9         born      1.00000      1.00000            0   -2.8542095845031303E-04    2.8636962340803043E-07    1.0033237396541170E-01        60,479,000       745,918,296       21h 16.293m
           10         id10         born      1.00000      1.00000            0   -2.8407983280409317E-04    2.3591185423583084E-07    8.3044210462669521E-02        73,479,000       867,136,879        21h 7.818m
           11         id11         born      1.00000      1.00000            0   -8.7640268188997545E-22    4.5348762974387493E-22    5.1744208354762456E+01             1,001           669,515           22.196s
           12         id12         born      1.00000      1.00000            0   -4.0657605820692098E-22    1.7217934562022010E-22    4.2348618947107781E+01             1,001           709,352           23.696s
           13         id13         born      1.00000      1.00000            0    6.8620265252196351E-05    6.0353138107884544E-08    8.7952353267758326E-02        73,479,000     1,098,173,485       21h 15.276m
           14         id14         born      1.00000      1.00000            0   -1.6362893785496663E-21    1.5064368403612337E-21    9.2064206986203871E+01             1,001            70,214            3.212s
           15         id15         born      1.00000      1.00000            0   -1.3703483030908475E-20    6.9185546693989157E-21    5.0487563299009310E+01             1,001            82,007            3.812s
           16         id16         born      1.00000      1.00000            0   -6.2958377541529956E-23    1.7758596073503354E-21    2.8206883288548925E+03             1,001            72,936            3.300s
           17         id17         born      1.00000      1.00000            0    2.0947224156631027E-21    1.4674103627583724E-21    7.0052735951357576E+01             1,001            72,976            3.180s
           18         id18         born      1.00000      1.00000            0    1.9151343921848996E-20    9.1336646637689237E-21    4.7692029870283378E+01             1,001            79,788            3.236s
           19         id19         born      1.00000      1.00000            0   -1.0933178083466764E-22    9.2302135923975283E-22    8.4423884088703630E+02             1,001            68,182            3.144s
           20         id20         born      1.00000      1.00000            0    1.9257107343109174E-03    1.6230014482070503E-06    8.4280646064312126E-02        59,479,000       985,233,684       20h 52.179m
           21         id21         born      1.00000      1.00000            0   -2.8568590590333779E-04    2.3558874106594516E-07    8.2464250492517099E-02        84,479,000       994,892,126       21h 10.787m
           22         id22         born      1.00000      1.00000            0   -2.8422905651722676E-04    2.1734663916911247E-07    7.6468831805005605E-02        82,479,000       991,898,187        21h 4.530m
